aX,aY,aZ,gX,gY,gZ
0.07,-0.21,0.98,-11.6,1.73,-0.95
0.06,-0.21,1.01,-5.15,2.52,-1.24
0.05,-0.21,0.98,-3.75,0.16,-2.04
0.06,-0.21,0.98,-3.84,1.05,-1.81
0.07,-0.23,0.97,-7.13,1.07,-0.89
0.06,-0.24,0.96,-2.55,2.12,-1.34
0.06,-0.22,0.97,-1.18,2.28,-1.5
0.05,-0.2,0.98,-4.81,0.93,-2.28
0.06,-0.2,0.99,-7.34,-0.52,-2.18
0.07,-0.2,0.98,-7.13,0.23,-0.56
0.07,-0.21,0.98,-6.53,1.64,1.18
0.08,-0.22,0.97,-4.04,2.02,2.02
0.08,-0.22,0.98,-1.54,1.79,1.63
0.08,-0.22,0.97,-2.57,1.29,0.19
0.06,-0.22,0.97,-3.53,1.34,-0.66
0.07,-0.21,0.97,-4.15,1.22,-0.66
0.06,-0.22,0.97,-4.34,0.69,-0.85
0.05,-0.22,0.98,-4.13,0.95,-1.15
0.06,-0.22,0.97,-4.08,0.95,-1.39
0.05,-0.22,0.98,-2.81,1.55,-0.82
0.07,-0.21,0.98,-3.78,0.1,-0.76
0.07,-0.24,0.96,-0.69,1.21,-0.43
0.07,-0.23,0.97,1.4,0.47,-0.17
0.07,-0.21,0.99,-2.14,-0.15,-0.42
0.07,-0.22,0.98,-6.17,0.69,-0.37
0.08,-0.22,0.97,-0.24,1.51,0.36
0.07,-0.21,0.97,0.85,1.28,0.29
0.07,-0.22,0.98,-4.09,1.24,-0.16
0.06,-0.23,0.99,-2.29,1.52,-0.36
0.07,-0.22,0.98,-0.05,-0.42,-0.73
0.06,-0.22,0.97,-1.83,0.45,-0.8
0.06,-0.23,0.97,-0.56,0.46,-0.28
0.06,-0.22,0.98,2.14,0.8,-0.05
0.06,-0.21,0.98,-0.32,-0.6,-0.46
0.07,-0.22,0.98,0.88,-0.58,-0.51
0.07,-0.2,0.97,1.99,0.45,-0.38
0.07,-0.21,0.97,1.74,0.55,0.12
0.08,-0.2,0.98,1.44,0.56,0.11
0.08,-0.2,0.97,-0.58,0.96,0.08
0.08,-0.22,0.98,0.72,1.39,0.18
0.07,-0.21,0.99,2.56,1.11,0.14
0.07,-0.2,0.98,0.73,0.14,-0.08
0.07,-0.21,0.98,1.62,-0.27,-0.56
0.06,-0.19,0.97,2.36,1.82,-0.65
0.07,-0.18,0.99,-2.46,0.81,-0.09
0.07,-0.21,0.96,-0.38,0.89,-0.05
0.07,-0.2,0.99,3.21,1.27,-0.02
0.07,-0.2,0.98,0.96,0.26,-0.28
0.07,-0.2,0.98,-1.56,0.17,-0.69
0.07,-0.2,0.97,-0.82,0.83,-0.41
0.08,-0.19,0.98,1.35,1.03,-0.13
0.08,-0.18,0.99,-0.93,0.85,-0.25
0.08,-0.2,0.98,-0.83,0.96,-0.16
0.08,-0.19,0.99,-0.18,1.12,-0.4
0.08,-0.19,0.98,0.74,0.91,-0.29
0.07,-0.19,0.99,0.51,1.26,-0.06
0.08,-0.19,0.98,0.73,1.71,0.14
0.06,-0.19,0.98,1.79,0.82,-0.27
0.07,-0.18,0.98,1.56,0.53,-0.17
0.08,-0.18,0.98,0.31,0.98,0.11
0.07,-0.18,0.98,0.95,1.02,0.26
0.07,-0.18,0.99,0.74,0.76,0.27
0.07,-0.18,0.98,0.87,0.76,0.47
0.08,-0.18,0.98,2.6,1.08,0.5
0.08,-0.17,0.98,2.92,0.79,0.47
0.07,-0.17,0.98,1.5,1.28,0.34
0.08,-0.17,0.99,-0.57,0.77,0.23
0.07,-0.18,0.99,0.86,0.47,0.11
0.07,-0.17,0.99,3.81,2.24,-0.5
0.07,-0.15,1.01,-2.15,1.0,0.08
0.07,-0.17,0.96,2.13,1.36,0.2
0.08,-0.16,1.0,3.56,1.2,0.33
0.08,-0.16,0.98,1.79,0.38,-0.04
0.07,-0.16,0.98,-1.02,0.39,-0.44
0.06,-0.15,0.98,-0.38,1.21,-0.21
0.08,-0.15,0.99,0.89,1.59,0.05
0.07,-0.14,0.99,-1.15,0.94,0.02
0.08,-0.16,0.99,0.05,0.73,-0.15
0.07,-0.14,1.0,-1.91,2.02,-0.67
0.07,-0.16,0.98,-0.35,0.69,-0.25
0.07,-0.15,1.0,-0.59,1.14,-0.29
0.07,-0.16,0.98,-0.58,1.2,-0.34
0.07,-0.15,0.98,0.44,0.88,-0.39
0.07,-0.15,0.98,-2.34,0.76,-0.67
0.07,-0.15,0.98,-1.64,1.51,-0.61
0.07,-0.14,0.98,-3.33,2.01,-0.61
0.07,-0.15,0.98,-5.06,1.28,-0.8
0.07,-0.16,0.97,-4.05,1.74,-0.76
0.07,-0.16,0.98,-2.82,2.0,-0.56
0.08,-0.15,0.99,-6.27,1.75,-0.67
0.07,-0.15,0.99,-12.27,1.34,-1.39
0.08,-0.18,0.99,-10.73,1.31,-1.46
0.07,-0.17,0.99,-10.63,0.62,-1.7
0.06,-0.17,1.0,-12.02,2.3,-1.37
0.07,-0.17,0.99,-11.36,0.47,-0.85
0.07,-0.19,0.96,-4.41,1.79,-0.63
0.08,-0.17,0.97,-3.2,2.21,-0.48
0.07,-0.17,0.99,-8.79,1.49,-1.13
0.06,-0.18,0.99,-14.57,1.88,-0.79
0.07,-0.21,0.98,-8.81,1.89,-0.21
0.08,-0.18,0.98,-2.15,1.54,-0.27
0.07,-0.18,0.98,-6.1,1.67,-0.43
0.07,-0.2,0.99,-8.94,1.93,-0.69
0.07,-0.21,0.98,-6.44,1.32,-0.48
0.07,-0.2,0.97,-5.89,1.95,-0.5
0.07,-0.2,0.98,-6.73,2.15,-0.5
0.07,-0.2,0.98,-5.79,1.58,-0.66
0.06,-0.21,0.98,-6.42,1.27,-0.82
0.06,-0.21,0.97,-6.95,1.27,-0.66
0.07,-0.21,0.97,-4.95,1.85,-0.49
0.06,-0.2,0.98,-4.92,1.66,-0.3
0.06,-0.21,0.98,-6.63,1.31,-0.43
0.06,-0.22,0.98,-6.21,1.79,-0.24
0.07,-0.22,0.98,-4.85,1.56,-0.18
0.07,-0.22,0.97,-4.79,1.03,-0.43
0.06,-0.21,0.97,-4.21,0.75,-0.48
0.07,-0.21,0.98,-4.67,0.68,-0.52
0.07,-0.22,0.99,-5.63,2.9,-0.85
0.06,-0.22,0.99,-5.85,1.13,-0.5
0.06,-0.22,0.96,-5.02,0.98,-0.66
0.07,-0.23,0.96,-0.41,1.6,-0.44
0.07,-0.22,0.97,-0.34,1.25,-0.37
0.06,-0.21,1.0,-7.97,0.67,-0.68
0.06,-0.24,0.97,-8.85,1.26,-0.35
0.07,-0.23,0.96,-0.74,1.46,0.02
0.07,-0.21,0.97,-2.73,1.28,-0.63
0.06,-0.22,0.97,-7.03,0.67,-0.76
0.06,-0.24,0.98,-5.55,1.84,-0.6
0.06,-0.23,0.97,-3.0,0.49,-0.61
0.06,-0.23,0.97,-4.28,0.98,-0.36
0.07,-0.24,0.97,-2.34,1.47,0.05
0.07,-0.22,0.97,-1.64,1.8,0.14
0.06,-0.24,0.97,-4.1,0.81,-0.69
0.06,-0.24,0.97,-3.79,0.6,-0.77
0.07,-0.23,0.98,-1.75,1.15,-0.63
0.06,-0.23,0.97,-1.9,1.27,-0.15
0.07,-0.23,0.97,-3.45,1.15,-0.24
0.07,-0.24,0.97,-3.79,1.03,-0.6
0.07,-0.24,0.97,-2.24,1.34,-0.56
0.06,-0.24,0.97,-0.24,0.53,-0.38
0.06,-0.23,0.97,-1.37,0.36,-0.95
0.06,-0.24,0.96,-2.95,-0.03,-0.58
0.06,-0.23,0.98,-1.81,1.51,0.21
0.07,-0.23,0.97,-3.47,0.31,-0.21
0.07,-0.24,0.96,-0.13,-0.11,-0.51
0.06,-0.24,0.98,3.41,0.09,-0.53
0.06,-0.23,0.99,1.51,-0.86,-0.5
0.07,-0.23,0.98,-3.26,-1.07,-0.67
0.08,-0.24,0.96,0.02,0.19,-0.11
0.08,-0.23,0.96,2.1,0.29,0.37
0.08,-0.22,0.98,-0.81,-0.29,0.18
0.07,-0.23,0.98,0.1,0.56,-0.18
0.07,-0.24,0.97,2.09,-0.05,-0.31
0.06,-0.23,0.97,6.06,0.42,-0.49
0.07,-0.2,0.97,3.01,0.35,-0.14
0.08,-0.23,0.98,2.42,0.43,-0.13
0.07,-0.21,0.97,4.11,-0.12,-0.25
0.07,-0.21,0.98,0.89,0.31,-0.2
0.07,-0.22,0.98,1.92,0.89,-0.02
0.07,-0.21,0.98,4.43,0.76,0.02
0.07,-0.2,0.98,2.92,0.34,-0.02
0.06,-0.21,0.98,2.37,0.34,-0.22
0.07,-0.2,0.98,3.13,0.77,-0.02
0.07,-0.2,0.97,3.56,0.82,0.54
0.07,-0.19,0.97,4.89,0.54,0.47
0.07,-0.19,0.98,2.0,0.0,0.13
0.07,-0.19,0.97,4.95,1.96,-0.16
0.08,-0.17,1.0,2.05,0.85,0.27
0.07,-0.19,0.97,1.25,1.18,0.4
0.07,-0.2,0.98,5.3,1.02,0.47
0.07,-0.19,0.98,4.7,0.24,0.34
0.07,-0.18,0.98,1.32,0.33,-0.08
0.08,-0.18,0.97,3.33,1.34,0.5
0.07,-0.16,0.99,3.44,1.73,0.37
0.07,-0.16,1.0,0.48,1.91,0.29
0.07,-0.17,0.98,0.17,1.05,-0.08
0.07,-0.18,0.99,1.66,0.85,-0.04
0.07,-0.18,0.98,4.69,0.79,0.13
0.07,-0.16,0.99,1.79,1.5,0.38
0.07,-0.17,0.98,1.44,1.31,0.23
0.07,-0.17,0.97,4.23,0.87,0.05
0.07,-0.15,0.99,3.53,0.4,-0.26
0.07,-0.15,0.97,2.02,0.24,-0.32
0.07,-0.15,0.98,3.23,0.59,-0.3
0.07,-0.15,0.99,0.52,0.5,0.14
0.08,-0.15,0.97,1.35,1.16,0.27
0.08,-0.15,0.98,3.15,0.98,0.27
0.08,-0.14,0.98,0.35,0.86,0.15
0.08,-0.15,0.99,1.35,0.95,-0.06
0.07,-0.16,0.97,2.83,0.14,-0.44
0.07,-0.12,1.01,-2.31,0.82,-0.84
0.07,-0.15,0.96,-3.15,1.05,-1.37
0.07,-0.14,0.98,1.83,0.6,-0.28
0.07,-0.14,0.99,-0.65,1.21,-0.23
0.08,-0.13,0.99,-4.32,0.48,-0.76
0.08,-0.15,0.98,-5.82,1.33,-0.96
0.07,-0.15,0.99,-1.62,1.81,-0.7
0.07,-0.14,0.97,-1.28,1.17,-0.32
0.08,-0.13,0.98,-3.98,0.94,-0.43
0.07,-0.14,1.0,-8.35,1.85,-1.34
0.07,-0.15,0.99,-12.3,0.85,-0.96
0.08,-0.17,0.98,-6.02,2.05,-1.04
0.08,-0.14,0.99,-6.23,1.52,-0.77
0.07,-0.16,0.99,-8.2,1.67,-1.29
0.07,-0.16,1.01,-12.18,1.08,-1.53
0.08,-0.18,1.0,-11.42,1.27,-0.98
0.07,-0.18,0.98,-3.78,1.24,-0.85
0.07,-0.16,0.97,-1.79,1.98,-0.52
0.07,-0.16,0.98,-5.17,2.44,-0.31
0.08,-0.17,0.98,-7.25,2.27,-0.36
0.07,-0.18,0.99,-8.05,2.2,-0.5
0.07,-0.18,0.99,-8.93,1.29,-0.57
0.07,-0.19,0.99,-9.39,-0.09,-0.6
0.07,-0.19,0.99,-5.54,2.44,-0.9
0.06,-0.17,1.0,-5.78,1.22,-0.21
0.08,-0.18,0.97,-7.66,1.43,-0.81
0.07,-0.19,0.97,-3.31,2.05,-0.33
0.07,-0.17,0.98,-3.78,1.18,-0.41
0.07,-0.18,0.99,-12.12,1.05,-1.31
0.07,-0.22,0.99,-12.58,1.29,-0.79
0.07,-0.21,0.98,-5.08,1.6,-0.26
0.08,-0.19,0.98,-3.73,1.32,-0.4
0.07,-0.19,0.98,-6.69,1.26,-0.47
0.07,-0.21,0.99,-7.37,1.96,-0.73
0.07,-0.2,0.98,-6.46,0.95,-0.62
0.06,-0.2,0.98,-5.53,1.71,-0.92
0.06,-0.2,0.97,-5.79,0.92,-0.36
0.06,-0.22,0.98,-6.11,0.91,-0.53
0.07,-0.22,0.98,-3.79,0.54,-0.53
0.07,-0.21,0.97,-2.4,1.2,-0.33
0.07,-0.21,0.97,-3.46,1.82,-0.6
0.07,-0.21,0.98,-5.34,1.82,-0.54
0.07,-0.22,0.98,-6.4,1.68,-0.42
0.07,-0.22,0.98,-6.44,1.09,-0.53
0.07,-0.23,0.98,-4.88,1.46,-0.35
0.07,-0.22,0.97,-3.24,1.18,-0.28
0.07,-0.21,0.98,-4.49,0.92,-0.2
0.07,-0.22,0.97,-5.69,2.67,-0.53
0.06,-0.22,0.98,-5.88,1.54,-0.34
0.06,-0.22,0.96,-5.36,1.31,-0.33
0.07,-0.23,0.96,-1.5,1.62,-0.44
0.08,-0.23,0.97,0.11,1.18,-0.6
0.06,-0.22,0.99,-5.87,0.71,-0.89
0.07,-0.24,0.98,-7.9,1.18,-0.69
0.07,-0.24,0.97,-1.23,1.05,-0.31
0.07,-0.21,0.97,-2.26,0.95,-0.34
0.08,-0.23,0.98,-5.4,0.72,-0.08
0.06,-0.24,0.97,-4.15,1.79,0.1
0.07,-0.24,0.97,-2.63,0.37,-0.34
0.07,-0.23,0.97,-2.72,0.63,-0.53
0.06,-0.24,0.98,-1.78,0.63,-0.27
0.06,-0.24,0.98,-0.96,1.27,-0.31
0.06,-0.24,0.98,-0.68,0.54,-0.54
0.07,-0.23,0.97,-0.21,0.21,-0.47
0.06,-0.23,0.97,-0.27,0.52,-0.45
0.07,-0.22,0.98,0.0,0.66,-0.04
0.07,-0.23,0.97,-0.43,0.75,-0.06
0.07,-0.22,0.98,-0.4,-0.12,-0.44
0.06,-0.23,0.98,0.46,0.18,-0.09
0.07,-0.23,0.97,1.79,-0.74,-0.15
0.08,-0.23,0.97,2.82,-0.45,-0.02
0.07,-0.23,0.97,3.02,-0.87,0.18
0.07,-0.22,0.98,2.96,1.3,0.06
0.07,-0.2,0.98,1.9,1.12,0.26
0.07,-0.21,0.97,2.37,0.79,0.47
0.07,-0.22,0.99,3.21,0.52,-0.14
0.07,-0.22,0.98,4.79,-0.08,-0.58
0.07,-0.2,0.97,3.34,0.31,-0.51
0.07,-0.2,0.97,2.79,0.5,-0.24
0.07,-0.2,0.98,1.57,0.63,-0.01
0.08,-0.2,0.97,0.47,0.79,0.12
0.07,-0.21,0.99,1.56,1.95,0.27
0.08,-0.19,0.98,0.38,0.37,0.26
0.07,-0.2,0.99,2.22,0.92,-0.04
0.08,-0.19,0.98,2.17,0.83,0.34
0.08,-0.19,0.99,2.05,0.94,0.18
0.07,-0.2,1.0,0.62,0.58,0.09
0.08,-0.2,0.97,3.07,0.43,-0.01
0.07,-0.17,0.98,6.86,0.91,-0.08
0.07,-0.16,0.98,2.59,0.55,-0.02
0.08,-0.18,0.98,2.05,1.02,-0.11
0.08,-0.17,0.98,1.48,1.11,0.02
0.08,-0.18,0.98,-0.04,1.06,0.27
0.07,-0.17,0.98,2.41,0.89,0.15
0.08,-0.17,0.98,1.46,0.92,0.3
0.09,-0.18,0.99,2.05,0.46,-0.14
0.08,-0.18,0.97,2.34,0.95,-0.01
0.08,-0.16,1.0,0.27,1.74,-0.19
0.08,-0.17,0.97,-1.32,1.42,0.1
0.08,-0.17,0.99,3.8,1.04,0.42
0.08,-0.17,0.99,1.85,0.78,0.07
0.07,-0.17,0.99,0.98,0.13,-0.52
0.07,-0.16,0.99,0.1,1.02,-0.08
0.08,-0.16,1.0,0.83,1.18,0.18
0.08,-0.15,0.98,2.09,0.94,0.28
0.07,-0.15,0.99,1.21,0.69,0.2
0.07,-0.15,0.99,-1.15,1.56,-0.1
0.08,-0.16,0.98,2.82,1.66,0.22
0.07,-0.15,0.99,3.14,1.59,-0.08
0.07,-0.15,0.98,-0.44,0.59,-0.24
0.08,-0.16,0.97,2.8,0.32,-0.37
0.07,-0.14,0.99,-0.33,0.18,-0.56
0.07,-0.14,0.99,-0.76,0.68,-0.28
0.07,-0.14,0.99,-1.48,0.6,-0.17
0.07,-0.14,0.99,-1.42,0.89,-0.45
0.07,-0.15,0.98,1.25,0.48,-0.34
0.07,-0.14,0.98,0.42,1.14,-0.36
0.07,-0.14,0.97,-1.06,1.29,-0.33
0.07,-0.13,0.98,-1.6,1.57,-0.4
0.08,-0.14,0.98,-4.01,0.79,-0.4
0.08,-0.15,0.99,-3.11,0.84,-0.54
0.08,-0.16,0.98,-1.52,1.63,-0.95
0.08,-0.13,0.99,-3.46,2.05,-0.63
0.07,-0.14,0.97,-6.02,1.85,-0.66
0.08,-0.14,0.97,-1.6,1.58,-0.71
0.08,-0.14,0.97,-4.62,1.64,-0.73
0.07,-0.14,0.99,-7.28,1.31,-1.24
0.07,-0.15,1.0,-11.5,1.75,-1.22
0.07,-0.16,0.99,-10.7,1.53,-0.94
0.07,-0.16,0.98,-5.74,1.69,-0.69
0.08,-0.15,0.99,-5.36,1.51,-0.8
0.07,-0.15,0.99,-7.98,2.0,-1.11
0.07,-0.16,1.0,-10.79,0.99,-0.99
0.07,-0.17,0.99,-9.51,1.5,-1.11
0.07,-0.18,0.98,-5.99,1.48,-0.77
0.07,-0.17,0.98,-4.62,2.05,-0.6
0.06,-0.17,0.99,-6.92,2.21,-0.6
0.08,-0.17,0.98,-7.08,1.78,-0.44
0.07,-0.17,0.99,-6.85,1.64,-0.83
0.08,-0.18,0.99,-7.35,1.57,-0.83
0.07,-0.18,0.99,-6.89,1.04,-0.68
0.07,-0.19,0.99,-6.19,1.54,-0.44
0.08,-0.18,0.98,-5.93,1.77,-0.44
0.07,-0.19,0.98,-6.54,1.67,-0.63
0.07,-0.19,0.97,-6.69,0.99,-0.64
0.07,-0.2,0.98,-6.18,1.09,-0.69
0.07,-0.2,0.98,-6.07,1.46,-0.6
0.07,-0.2,0.99,-6.37,2.56,-0.5
0.06,-0.2,0.98,-7.89,0.77,-0.73
0.07,-0.21,0.96,-3.71,1.56,-0.43
0.07,-0.2,0.96,-1.86,1.38,-0.43
0.06,-0.19,0.99,-7.2,0.71,-0.74
0.06,-0.21,0.98,-11.38,1.52,-0.8
0.07,-0.22,0.97,-5.8,1.66,-0.24
0.08,-0.2,0.97,-2.41,1.38,-0.29
0.07,-0.19,0.98,-6.3,1.33,-0.57
0.07,-0.21,0.98,-9.15,1.59,-0.81
0.07,-0.23,0.98,-6.88,0.84,-0.58
0.06,-0.23,0.97,-3.74,2.02,-0.56
0.07,-0.22,0.97,-4.33,1.37,-0.37
0.06,-0.22,0.97,-4.5,1.63,-0.35
0.07,-0.22,0.98,-5.09,1.05,-0.42
0.07,-0.22,0.98,-5.47,1.09,-0.69
0.07,-0.22,0.98,-4.82,1.5,-0.5
0.07,-0.23,0.97,-4.14,1.33,-0.65
0.07,-0.22,0.98,-4.41,1.37,-0.31
0.07,-0.23,0.98,-4.62,1.35,-0.53
0.07,-0.24,0.97,-4.51,1.44,-0.42
0.07,-0.23,0.97,-3.5,1.34,-0.36
0.07,-0.23,0.97,-3.71,0.89,-0.59
0.07,-0.23,0.97,-4.24,0.56,-0.54
0.07,-0.23,0.98,-3.02,0.89,-0.55
0.07,-0.23,0.97,-3.72,1.33,-0.56
0.06,-0.23,0.98,-5.23,1.72,0.12
0.06,-0.23,0.98,-3.81,0.82,-0.21
0.06,-0.24,0.95,-0.82,1.15,-0.17
0.07,-0.24,0.96,-0.11,1.24,-0.41
0.06,-0.23,0.98,-1.94,0.24,-0.72
0.06,-0.23,0.97,-5.95,0.69,-0.56
0.06,-0.24,0.97,-2.05,0.95,-0.4
0.06,-0.23,0.97,0.43,1.15,-0.3
0.07,-0.22,0.98,-3.98,0.5,-0.5
0.07,-0.24,0.98,-5.19,1.35,-0.4
0.06,-0.24,0.98,-2.04,-0.06,-0.05
0.07,-0.23,0.97,-1.18,0.27,-0.09
0.07,-0.24,0.97,-0.63,0.21,-0.11
0.07,-0.24,0.98,0.5,1.73,-0.29
0.06,-0.24,0.99,0.76,0.44,-0.47
0.06,-0.23,0.97,1.16,-0.05,-0.66
0.07,-0.22,0.97,-0.48,0.32,-0.78
0.07,-0.23,0.97,-1.28,0.3,-0.28
0.08,-0.23,0.98,2.33,0.14,0.18
0.07,-0.23,0.99,0.75,0.76,0.27
0.07,-0.23,0.98,0.11,0.84,0.32
0.07,-0.22,0.97,3.56,-0.11,0.16
0.07,-0.21,0.98,3.4,-0.11,0.07
0.08,-0.22,0.98,-0.05,0.46,0.16
0.07,-0.23,0.99,2.7,0.95,0.03
0.08,-0.21,0.97,2.99,-0.19,0.12
0.06,-0.22,0.97,2.0,1.15,-0.08
0.06,-0.21,0.98,2.84,1.29,0.11
0.06,-0.19,0.99,4.73,1.08,0.11
0.06,-0.21,0.98,-0.06,-0.19,-0.71
0.07,-0.22,0.98,2.44,-0.88,-0.39
0.07,-0.2,0.97,4.24,0.96,0.39
0.08,-0.2,0.97,-0.15,1.63,0.34
0.07,-0.21,0.99,1.34,0.81,-0.02
0.07,-0.19,0.98,3.77,-0.21,0.25
0.08,-0.18,0.99,-0.64,0.66,0.28
0.09,-0.2,0.98,-1.15,0.63,0.25
0.08,-0.19,0.98,3.98,1.69,-0.12
0.08,-0.18,0.99,-0.47,1.19,-0.27
0.07,-0.2,0.97,1.31,1.64,-0.31
0.07,-0.18,0.98,3.31,1.66,-0.31
0.06,-0.18,0.99,-1.11,1.2,0.11
0.06,-0.2,0.98,2.08,1.62,0.44
0.06,-0.18,0.98,6.08,1.26,0.24
0.06,-0.17,0.97,2.02,0.06,-0.27
0.06,-0.18,0.98,2.42,1.03,-0.09
0.06,-0.17,1.0,0.72,0.4,-0.18
0.07,-0.18,0.99,-0.18,0.28,0.03
0.07,-0.19,0.98,3.53,-0.15,0.11
0.08,-0.16,0.98,2.43,0.02,-0.28
0.08,-0.17,0.98,2.14,0.0,-0.21
0.08,-0.15,1.0,1.85,1.87,-0.51
0.08,-0.16,0.99,-3.5,0.86,-0.47
0.08,-0.18,0.97,2.51,1.18,-0.02
0.08,-0.17,1.0,2.53,1.01,-0.34
0.07,-0.17,0.98,1.92,-0.06,-0.61
0.07,-0.16,0.97,2.79,0.95,-0.14
0.07,-0.15,0.99,0.37,1.84,0.23
0.07,-0.16,0.99,-1.15,1.22,0.19
0.07,-0.15,0.99,0.76,0.83,0.08
0.06,-0.15,0.99,-1.71,0.72,-0.23
0.07,-0.16,0.99,-0.82,1.06,-0.07
0.06,-0.16,0.98,2.44,0.79,0.05
0.07,-0.15,1.0,-0.91,0.82,0.01
0.08,-0.17,0.98,1.74,1.26,-0.05
0.08,-0.14,1.0,2.19,0.56,-0.4
0.07,-0.14,0.99,-0.34,0.27,-0.83
0.07,-0.14,0.98,0.79,0.7,-0.63
0.08,-0.14,0.97,1.51,1.55,-0.48
0.08,-0.14,0.97,0.59,1.53,-0.47
0.07,-0.14,0.98,-2.37,1.69,-0.51
0.07,-0.13,1.0,-7.36,1.27,-0.68
0.08,-0.15,0.99,-7.03,1.18,-0.69
0.08,-0.16,0.98,-2.98,0.89,-0.4
0.08,-0.15,0.98,-0.28,1.52,-0.59
0.07,-0.14,0.98,-3.45,1.2,-0.84
0.07,-0.14,1.01,-6.7,1.98,-0.82
0.07,-0.14,0.98,-10.21,1.02,-0.88
0.08,-0.16,0.97,-3.34,1.97,-0.64
0.07,-0.16,0.99,-3.05,2.08,-0.41
0.07,-0.15,1.0,-7.46,0.21,-1.07
0.07,-0.17,0.99,-11.15,1.17,-1.32
0.07,-0.17,0.98,-7.42,2.11,-0.73
0.08,-0.16,0.98,-5.48,2.64,-0.49
0.07,-0.14,1.0,-9.59,1.37,-0.57
0.08,-0.17,0.98,-10.68,1.08,-0.98
0.08,-0.18,0.99,-6.76,1.02,-0.94
0.07,-0.17,0.98,-4.79,1.27,-0.69
0.08,-0.17,0.99,-7.01,1.82,-0.5
0.07,-0.18,0.98,-6.61,2.02,-0.3
0.07,-0.18,0.99,-6.43,1.81,-0.37
0.07,-0.19,0.98,-8.82,1.45,-0.5
0.07,-0.19,0.99,-8.01,1.95,-0.6
0.07,-0.18,0.98,-6.04,2.08,-0.52
0.07,-0.19,0.98,-5.81,1.79,-0.38
0.07,-0.19,0.99,-7.26,1.6,-0.32
0.07,-0.19,0.97,-7.01,1.3,-0.58
0.07,-0.2,0.98,-5.67,1.75,-0.46
0.06,-0.2,0.97,-5.33,1.45,-0.33
0.06,-0.2,0.98,-6.16,1.16,-0.29
0.07,-0.21,0.99,-6.5,3.11,-0.44
0.07,-0.2,1.0,-7.34,1.5,-0.15
0.07,-0.21,0.96,-5.85,1.79,-0.33
0.07,-0.21,0.97,-1.6,2.21,-0.27
0.07,-0.2,0.98,-2.89,1.47,-0.5
0.06,-0.21,0.99,-9.38,0.82,-1.27
0.06,-0.22,0.98,-10.5,1.56,-0.73
0.06,-0.22,0.97,-3.38,1.53,-0.49
0.07,-0.2,0.97,-3.59,2.08,-0.24
0.07,-0.21,0.97,-7.25,1.6,-0.5
0.06,-0.23,0.98,-7.07,2.79,-0.44
0.06,-0.22,0.98,-4.79,1.88,-0.25
0.07,-0.22,0.97,-4.48,2.22,-0.52
0.06,-0.23,0.96,-4.21,1.6,-0.24
0.07,-0.23,0.97,-3.98,1.12,-0.69
0.06,-0.23,0.97,-5.75,1.08,-0.53
0.07,-0.23,0.97,-5.31,0.98,-0.37
0.06,-0.22,0.97,-4.19,0.98,-0.59
0.07,-0.22,0.98,-4.29,0.88,-0.6
0.07,-0.24,0.97,-4.63,1.04,-0.3
0.06,-0.23,0.97,-4.21,1.14,-0.36
0.06,-0.24,0.97,-4.24,1.03,-0.56
0.06,-0.23,0.97,-3.61,0.85,-0.67
0.06,-0.24,0.96,-3.09,0.76,-0.4
0.08,-0.23,0.97,-2.88,0.66,-0.29
0.07,-0.23,0.98,-4.51,-0.09,-0.35
0.07,-0.24,0.98,-3.5,2.5,-0.56
0.06,-0.23,0.99,-2.28,0.17,-0.3
0.07,-0.24,0.96,-3.66,-0.5,-0.22
0.06,-0.25,0.97,2.2,0.5,0.05
0.06,-0.24,0.97,4.45,-0.25,-0.18
0.07,-0.22,0.99,-1.82,-0.89,-0.51
0.07,-0.24,0.97,-2.2,-0.68,-0.25
0.07,-0.23,0.96,6.05,-0.31,0.11
0.07,-0.21,0.97,2.77,-0.54,-0.08
0.07,-0.23,0.97,0.18,0.04,0.13
0.06,-0.23,0.97,3.43,0.24,0.14
0.07,-0.22,0.97,4.33,-0.03,0.0
0.08,-0.22,0.97,3.01,0.61,-0.01
0.07,-0.22,0.96,3.0,0.45,0.27
0.07,-0.22,0.98,3.14,0.19,-0.22
0.07,-0.22,0.97,1.38,0.16,-0.29
0.07,-0.21,0.98,2.15,0.36,-0.07
0.07,-0.2,0.97,3.63,0.24,0.0
0.06,-0.2,0.97,3.6,0.27,-0.17
0.07,-0.2,0.98,3.85,0.8,0.17
0.07,-0.21,0.98,4.56,0.83,0.26
0.06,-0.2,0.97,4.71,0.68,0.26
0.07,-0.19,0.98,3.8,-0.25,0.69
0.08,-0.19,0.99,1.9,0.05,1.02
0.08,-0.2,0.97,0.85,-0.15,0.79
0.08,-0.2,0.98,3.39,0.22,0.6
0.07,-0.19,0.98,3.85,1.31,-0.19
0.07,-0.16,1.0,-0.75,0.77,0.24
0.08,-0.18,0.98,0.66,1.2,1.04
0.08,-0.19,0.99,3.7,1.66,0.96
0.08,-0.18,0.99,3.6,1.02,1.33
0.08,-0.17,0.97,3.55,1.52,1.05
0.08,-0.18,0.97,5.52,2.66,0.92
0.08,-0.16,0.98,4.69,2.4,0.37
0.08,-0.15,0.98,1.36,1.44,-0.34
0.08,-0.16,0.98,2.91,1.32,-0.05
0.07,-0.16,0.99,1.47,2.22,0.34
0.07,-0.17,0.99,-0.2,1.11,0.83
0.07,-0.18,1.0,2.19,1.6,0.63
